id,urls,Programme name,First Year Tuition Fee,Study Level,Duration of Study,University,lable 1,lable 2,score
1,https://www.jupas.edu.hk/tc/programme/hkbu/JS2020,Bachelor of Arts,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,,19
2,https://www.jupas.edu.hk/tc/programme/hkbu/JS2021,Bachelor of Arts in Chinese Language and Literature,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Langiage,19
3,https://www.jupas.edu.hk/tc/programme/hkbu/JS2022,Bachelor of Arts in Creative and Professional Writing,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Writing,19
4,https://www.jupas.edu.hk/tc/programme/hkbu/JS2023,Bachelor of Arts in English Language and Literature,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Language,19
5,https://www.jupas.edu.hk/tc/programme/hkbu/JS2024,Bachelor of Arts in Humanities,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Humanities,19
6,https://www.jupas.edu.hk/tc/programme/hkbu/JS2025,"Bachelor of Arts in Religion, Philosophy and Ethics","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Philosophy,19
7,https://www.jupas.edu.hk/tc/programme/hkbu/JS2026,Bachelor of Arts in Translation,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Translation,19
8,https://www.jupas.edu.hk/tc/programme/hkbu/JS2030,Bachelor of Arts in Music,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Music,19
9,https://www.jupas.edu.hk/tc/programme/hkbu/JS2040,English Language & Literature and English Language Teaching (Double Degree),"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  5 years,Hong Kong Baptist University,Arts,Language,19
10,https://www.jupas.edu.hk/tc/programme/hkbu/JS2050,Bachelor of Music in Creative Industries,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Design,Music,19
11,https://www.jupas.edu.hk/tc/programme/hkbu/JS2110,Bachelor of Business Administration - Accounting Concentration,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Business,Accounting,19
12,https://www.jupas.edu.hk/tc/programme/hkbu/JS2120,Bachelor of Business Administration,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Business,,19
13,https://www.jupas.edu.hk/tc/programme/hkbu/JS2310,Bachelor of Communication,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Media,Communication,19
14,https://www.jupas.edu.hk/tc/programme/hkbu/JS2320,Bachelor of Communication - Film Major - Animation and Media Arts Concentration,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Media,Animation,19
15,https://www.jupas.edu.hk/tc/programme/hkbu/JS2330,Bachelor of Communication - Film Major - Film and Television Concentration,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Media,Film,19
16,https://www.jupas.edu.hk/tc/programme/hkbu/JS2340,Bachelor of Fine Arts in Acting for Global Screen,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Media,Acting,19
17,https://www.jupas.edu.hk/tc/programme/hkbu/JS2410,Bachelor of Chinese Medicine and Bachelor of Science in Biomedical Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  6 years,Hong Kong Baptist University,Medical,Medicine,19
18,https://www.jupas.edu.hk/tc/programme/hkbu/JS2420,Bachelor of Pharmacy in Chinese Medicine,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Medical,Medicine,19
19,https://www.jupas.edu.hk/tc/programme/hkbu/JS2510,Bachelor of Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Science,,19
20,https://www.jupas.edu.hk/tc/programme/hkbu/JS2610,Bachelor of Arts/ Bachelor of Social Sciences (Geography/ Government & International Studies/ History/ Sociology),"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,Sociology,19
21,https://www.jupas.edu.hk/tc/programme/hkbu/JS2620,Bachelor of Arts in Physical Education and Recreation Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Physical,Recreation,19
22,https://www.jupas.edu.hk/tc/programme/hkbu/JS2630,Bachelor of Social Sciences in European Studies - French Stream,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Society,European,19
23,https://www.jupas.edu.hk/tc/programme/hkbu/JS2640,Bachelor of Social Sciences in European Studies - German Stream,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Society,European,19
24,https://www.jupas.edu.hk/tc/programme/hkbu/JS2660,Bachelor of Social Work,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Society,Social Work,19
25,https://www.jupas.edu.hk/tc/programme/hkbu/JS2670,Bachelor of Social Sciences in Global and China Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Arts,China,19
26,https://www.jupas.edu.hk/tc/programme/hkbu/JS2680,Geography/ History/ Sociology and Liberal Studies Teaching (Double Degree),"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  5 years,Hong Kong Baptist University,Arts,History,19
27,https://www.jupas.edu.hk/tc/programme/hkbu/JS2690,"Geography/ History/ Sociology and Personal, Social and Humanities Education Teaching (Double Degree)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  5 years,Hong Kong Baptist University,Arts,History,19
28,https://www.jupas.edu.hk/tc/programme/hkbu/JS2810,Bachelor of Arts in Visual Arts,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Design,Art,19
29,https://www.jupas.edu.hk/tc/programme/hkbu/JS2910,Bachelor of Science in Business Computing and Data Analytics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Hong Kong Baptist University,Business,Analytics,19
30,https://www.jupas.edu.hk/tc/programme/cityu/JS1000,BSc Computational Finance and Financial Technology,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Finance,21
31,https://www.jupas.edu.hk/tc/programme/cityu/JS1001,BBA Global Business,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
32,https://www.jupas.edu.hk/tc/programme/cityu/JS1002,BBA Accountancy,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
33,https://www.jupas.edu.hk/tc/programme/cityu/JS1005,BBA Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
34,https://www.jupas.edu.hk/tc/programme/cityu/JS1007,BBA Marketing,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
35,https://www.jupas.edu.hk/tc/programme/cityu/JS1012,"Department of Economics and Finance (options: BBA Business Economics, BBA Finance)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Finance,21
36,https://www.jupas.edu.hk/tc/programme/cityu/JS1013,BBA Business Economics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
37,https://www.jupas.edu.hk/tc/programme/cityu/JS1014,BBA Finance,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Finance,21
38,https://www.jupas.edu.hk/tc/programme/cityu/JS1017,"Department of Information Systems (options: BBA Global Business Systems Management, BBA Information Management)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Management,21
39,https://www.jupas.edu.hk/tc/programme/cityu/JS1018,BBA Global Business Systems Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,,21
40,https://www.jupas.edu.hk/tc/programme/cityu/JS1019,BBA Information Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Management,21
41,https://www.jupas.edu.hk/tc/programme/cityu/JS1025,"Department of Management Sciences (options: BBA Business Analysis, BBA Business Operations Management)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Management,21
42,https://www.jupas.edu.hk/tc/programme/cityu/JS1026,BBA Business Analysis,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Analytics,21
43,https://www.jupas.edu.hk/tc/programme/cityu/JS1027,BBA Business Operations Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Business,Management,21
44,https://www.jupas.edu.hk/tc/programme/cityu/JS1041,"School of Creative Media (options: BA Creative Media, BSc Creative Media, BAS New Media)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Media,Creative,21
45,https://www.jupas.edu.hk/tc/programme/cityu/JS1042,BA Creative Media,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Media,Creative,21
46,https://www.jupas.edu.hk/tc/programme/cityu/JS1043,BSc Creative Media,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,Creative,21
47,https://www.jupas.edu.hk/tc/programme/cityu/JS1044,BAS New Media,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Media,,21
48,https://www.jupas.edu.hk/tc/programme/cityu/JS1051,"School of Energy and Environment (options: BEng Energy Science and Engineering, BEng Environmental Science and Engineering)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,,21
49,https://www.jupas.edu.hk/tc/programme/cityu/JS1061,Bachelor of Laws,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Laws,,21
50,https://www.jupas.edu.hk/tc/programme/cityu/JS1071,"School of Data Science (options: BSc Data Science, BEng Data and Systems Engineering)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,IT,Data,21
51,https://www.jupas.edu.hk/tc/programme/cityu/JS1072,BSc Data Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,IT,Data,21
52,https://www.jupas.edu.hk/tc/programme/cityu/JS1073,BEng Data and Systems Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,IT,Data,21
53,https://www.jupas.edu.hk/tc/programme/cityu/JS1091,"Division of Building Science and Technology (options: ASc Building Services Engineering, ASc Construction Engineering and Management, ASc Surveying)","HK$31,575 ", Study Level Associate Degree,  Duration of Study  2 years,City University of Hong Kong,Engineering,,21
54,https://www.jupas.edu.hk/tc/programme/cityu/JS1093,ASc Architectural Studies,"HK$31,575 ", Study Level Associate Degree,  Duration of Study  2 years,City University of Hong Kong,Engineering,,21
55,https://www.jupas.edu.hk/tc/programme/cityu/JS1102,BSocSc Asian and International Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Arts,Asian,21
56,https://www.jupas.edu.hk/tc/programme/cityu/JS1103,BA Chinese and History,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Arts,History,21
57,https://www.jupas.edu.hk/tc/programme/cityu/JS1104,BA English,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Arts,Language,21
58,https://www.jupas.edu.hk/tc/programme/cityu/JS1105,"Department of Linguistics and Translation (options: BA Linguistics and Language Applications, BA Translation and Interpretation)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Arts,Language,21
59,https://www.jupas.edu.hk/tc/programme/cityu/JS1106,"Department of Media and Communication (options: BA Digital Television and Broadcasting, BA Media and Communication)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Media,,21
60,https://www.jupas.edu.hk/tc/programme/cityu/JS1108,BSocSc Public Policy and Politics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Society,,21
61,https://www.jupas.edu.hk/tc/programme/cityu/JS1110,"Department of Social and Behavioural Sciences (options: BSocSc Criminology and Sociology, BSocSc Psychology, BSocSc Social Work)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Society,,21
62,https://www.jupas.edu.hk/tc/programme/cityu/JS1111,BSocSc Criminology and Sociology,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Society,,21
63,https://www.jupas.edu.hk/tc/programme/cityu/JS1112,BSocSc Psychology,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Medical,,21
64,https://www.jupas.edu.hk/tc/programme/cityu/JS1113,BSocSc Social Work,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Society,Social Work,21
65,https://www.jupas.edu.hk/tc/programme/cityu/JS1202,BSc Chemistry,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,,21
66,https://www.jupas.edu.hk/tc/programme/cityu/JS1204,BSc Computer Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,IT,Computrt,21
67,https://www.jupas.edu.hk/tc/programme/cityu/JS1205,"Department of Electrical Engineering (options:BEng Computer&Data Engineering, BEng Electronic&Electrical Engineering, BEng Information Engineering)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,Mathematics,21
68,https://www.jupas.edu.hk/tc/programme/cityu/JS1206,BSc Computing Mathematics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,Mathematics,21
69,https://www.jupas.edu.hk/tc/programme/cityu/JS1207,"Department of Mechanical Engineering (options: BEng Mechanical Engineering,BEng Nuclear & Risk Engineering)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
70,https://www.jupas.edu.hk/tc/programme/cityu/JS1208,BSc Applied Physics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
71,https://www.jupas.edu.hk/tc/programme/cityu/JS1210,BEng Materials Science and Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
72,https://www.jupas.edu.hk/tc/programme/cityu/JS1211,BEng Biomedical Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,,21
73,https://www.jupas.edu.hk/tc/programme/cityu/JS1212,"Department of Architecture and Civil Engineering (options: BEng Architectural Engineering, BEng Civil Engineering, BSc Surveying)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
74,https://www.jupas.edu.hk/tc/programme/cityu/JS1213,BEng Architectural Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
75,https://www.jupas.edu.hk/tc/programme/cityu/JS1214,BEng Civil Engineering,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
76,https://www.jupas.edu.hk/tc/programme/cityu/JS1215,BSc Surveying,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Engineering,,21
77,https://www.jupas.edu.hk/tc/programme/cityu/JS1801,Bachelor of Veterinary Medicine,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  6 years,City University of Hong Kong,Medical,computer,21
78,https://www.jupas.edu.hk/tc/programme/cityu/JS1805,"Department of Biomedical Sciences (options: BSc Biological Sciences, BSc Biomedical Sciences)","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,Biomedical,21
79,https://www.jupas.edu.hk/tc/programme/cityu/JS1806,BSc Biological Sciences,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,Biomedical,21
80,https://www.jupas.edu.hk/tc/programme/cityu/JS1807,BSc Biomedical Sciences,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,City University of Hong Kong,Science,Biomedical,21
81,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7101,Bachelor of Arts (Honours) in Chinese,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Language,21
82,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7123,Bachelor of Arts (Honours) in Global Liberal Arts,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Language,21
83,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7200,Bachelor of Business Administration (Honours),"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Business,,21
84,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7204,Bachelor of Arts (Honours) in Translation,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Translation,21
85,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7216,Bachelor of Business Administration (Honours) - Risk and Insurance Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Business,Mathematics,21
86,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7225,Bachelor of Science (Honours) in Data Science,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,IT,Data,21
87,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7300,Bachelor of Social Sciences (Honours),"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Society,,21
88,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7503,Bachelor of Arts (Honours) in Contemporary English Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Language,21
89,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7606,Bachelor of Arts (Honours) in Cultural Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,History,21
90,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7709,Bachelor of Arts (Honours) in History,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,History,21
91,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7802,Bachelor of Arts (Honours) in Philosophy,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Philosophy,21
92,https://www.jupas.edu.hk/tc/programme/lingnanu/JS7905,Bachelor of Arts (Honours) in Visual Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,Lingnan University,Arts,Art,21
93,https://www.jupas.edu.hk/tc/programme/cuhk/JS4006,Anthropology,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Social Work,20
94,https://www.jupas.edu.hk/tc/programme/cuhk/JS4018,Chinese Language and Literature,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Language,20
95,https://www.jupas.edu.hk/tc/programme/cuhk/JS4020,Cultural Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Language,20
96,https://www.jupas.edu.hk/tc/programme/cuhk/JS4022,Cultural Management,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,,20
97,https://www.jupas.edu.hk/tc/programme/cuhk/JS4032,English,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Language,20
98,https://www.jupas.edu.hk/tc/programme/cuhk/JS4044,Fine Arts,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Design,Art,20
99,https://www.jupas.edu.hk/tc/programme/cuhk/JS4056,History,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,History,20
100,https://www.jupas.edu.hk/tc/programme/cuhk/JS4068,Japanese Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Asian,20
101,https://www.jupas.edu.hk/tc/programme/cuhk/JS4070,Linguistics,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Language,20
102,https://www.jupas.edu.hk/tc/programme/cuhk/JS4082,Music,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Music,Music,20
103,https://www.jupas.edu.hk/tc/programme/cuhk/JS4094,Philosophy,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Philosophy,20
104,https://www.jupas.edu.hk/tc/programme/cuhk/JS4109,Religious Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Religious,20
105,https://www.jupas.edu.hk/tc/programme/cuhk/JS4111,Theology,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Religious,20
106,https://www.jupas.edu.hk/tc/programme/cuhk/JS4123,Translation,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,Translation,20
107,https://www.jupas.edu.hk/tc/programme/cuhk/JS4136,Chinese Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Arts,History,20
108,https://www.jupas.edu.hk/tc/programme/cuhk/JS4202,Integrated Bachelor of Business Administration Programme,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,,20
109,https://www.jupas.edu.hk/tc/programme/cuhk/JS4214,Global Business Studies,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,,20
110,https://www.jupas.edu.hk/tc/programme/cuhk/JS4226,Hospitality and Real Estate,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,Management,20
111,https://www.jupas.edu.hk/tc/programme/cuhk/JS4238,"Insurance, Financial and Actuarial Analysis","HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,Analytics,20
112,https://www.jupas.edu.hk/tc/programme/cuhk/JS4240,Professional Accountancy,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,Mathematics,20
113,https://www.jupas.edu.hk/tc/programme/cuhk/JS4252,Quantitative Finance,"HK$42,100 ", Study Level Bachelor's Degree,  Duration of Study  4 years,The Chinese University of Hong Kong,Business,,20
